mouseReads	humanReads	mouseMT	humanMT	mouseNuclearReads	humanNuclearReads	nuclearMouseHumanRatio	mtMouseHumanRatio	fracMito	totalAlignedReads
192	30825	135	17178	57	13647	0.00417674214112992	0.00785888927698219	0.55817777347906	31017
126	6679	37	3509	89	3170	0.0280757097791798	0.0105443146195497	0.521087435709037	6805
29	1262	6	827	23	435	0.0528735632183908	0.00725513905683192	0.645236250968242	1291
4451	32667	317	20092	4134	12575	0.328747514910537	0.0157774238502887	0.54984104747023	37118
70	836	28	710	42	126	0.333333333333333	0.0394366197183099	0.814569536423841	906
458	15699	130	6231	328	9468	0.0346430080270384	0.0208634248114267	0.393699325369809	16157
562	21	186	4	376	17	22.1176470588235	46.5	0.32590051457976	583
527	16136	157	11085	370	5051	0.0732528212235201	0.0141632837167343	0.674668427053952	16663
39356	101	10336	43	29020	58	500.344827586207	240.372093023256	0.263045847378159	39457
9	1095	0	896	9	199	0.0452261306532663	0	0.811594202898551	1104
20	1015	1	563	19	452	0.0420353982300885	0.00177619893428064	0.544927536231884	1035
5632	48	3587	18	2045	30	68.1666666666667	199.277777777778	0.634683098591549	5680
95	1480	64	1103	31	377	0.0822281167108753	0.0580235720761559	0.740952380952381	1575
209	16630	8	5836	201	10794	0.018621456364647	0.00137080191912269	0.34705148761803	16839
56	18860	26	5297	30	13563	0.002211900022119	0.00490843873890882	0.281401987735251	18916
1647	46	0	10	1647	36	45.75	0	0.00590667454223272	1693
303	35922	180	18699	123	17223	0.00714161295941474	0.00962618321835392	0.521159420289855	36225
47	1020	8	880	39	140	0.278571428571429	0.00909090909090909	0.83223992502343	1067
46527	225	6391	52	40136	173	232	122.903846153846	0.137812286105407	46752
460	30	45	6	415	24	17.2916666666667	7.5	0.104081632653061	490
141	15010	56	7205	85	7805	0.0108904548366432	0.00777238029146426	0.479242294238004	15151
218	40414	74	15484	144	24930	0.00577617328519856	0.00477912684060966	0.382900177200236	40632
4376	646	2410	53	1966	593	3.31534569983137	45.4716981132075	0.490442054958184	5022
151	397	37	86	114	311	0.366559485530547	0.430232558139535	0.224452554744526	548
135	5552	8	2064	127	3488	0.0364105504587156	0.00387596899224806	0.364339722173378	5687
259	4885	0	629	259	4256	0.0608552631578947	0	0.122278382581649	5144
46239	438	5629	41	40610	397	102.292191435768	137.292682926829	0.121473102384472	46677
1658	1	858	0	800	1	800	Inf	0.517179023508137	1659
33	4821	0	3614	33	1207	0.0273405136702568	0	0.744540585084466	4854
32572	48	11988	12	20584	36	571.777777777778	999	0.367872470876763	32620
49	19345	19	6186	30	13159	0.00227980849608633	0.00307145166505011	0.319944312674023	19394
150	42773	9	19370	141	23403	0.0060248686065889	0.000464636035105834	0.451482887962165	42923
145163	651	29652	287	115511	364	317.337912087912	103.317073170732	0.205323219992593	145814
7	822	2	378	5	444	0.0112612612612613	0.00529100529100529	0.4583835946924	829
44	6581	16	3229	28	3352	0.00835322195704057	0.00495509445648808	0.489811320754717	6625
94	5239	43	2073	51	3166	0.0161086544535692	0.0207428847081524	0.396774798424902	5333
928	2457	44	1492	884	965	0.916062176165803	0.0294906166219839	0.453766617429838	3385
1208	18	555	2	653	16	40.8125	277.5	0.454323001631321	1226
35784	153	11485	23	24299	130	186.915384615385	499.347826086957	0.320227064028717	35937
36	2148	12	1736	24	412	0.058252427184466	0.00691244239631336	0.8003663003663	2184
12	1472	0	1301	12	171	0.0701754385964912	0	0.876684636118598	1484
8900	39	2620	32	6280	7	897.142857142857	81.875	0.296677480702539	8939
282	53486	10	24241	272	29245	0.00930073516840486	0.000412524235798853	0.451030352626097	53768
4	1119	4	538	0	581	0	0.00743494423791822	0.482635796972395	1123
154	26933	68	13662	86	13271	0.00648029538090573	0.00497730932513541	0.506885221693063	27087
309867	651	5905	220	303962	431	705.248259860789	26.8409090909091	0.0197251045027985	310518
37	9983	0	1107	37	8876	0.00416854438936458	0	0.110479041916168	10020
77	11573	26	6411	51	5162	0.0098798915149167	0.00405552955857121	0.552532188841202	11650
1526	1900	33	112	1493	1788	0.835011185682327	0.294642857142857	0.0423234092235844	3426
1459	14	168	2	1291	12	107.583333333333	84	0.11541072640869	1473
110	5967	27	2141	83	3826	0.0216936748562467	0.0126109294722092	0.356754977785091	6077
79	4540	0	3542	79	998	0.0791583166332665	0	0.766832647759255	4619
499	60218	145	16313	354	43905	0.00806286299965835	0.00888861644087537	0.2710608231632	60717
840	74567	87	41381	753	33186	0.0226902910866028	0.00210241415142215	0.549922420995398	75407
2025	420	1205	344	820	76	10.7894736842105	3.50290697674419	0.633537832310838	2445
158	11495	5	1643	153	9852	0.0155298416565164	0.00304321363359708	0.141422809576933	11653
20336	327	4124	226	16212	101	160.514851485149	18.2477876106195	0.210521221507042	20663
18693	17	108	2	18585	15	1239	54	0.00587920897915553	18710
4199	121	1554	106	2645	15	176.333333333333	14.6603773584906	0.384259259259259	4320
1198	36	37	6	1161	30	38.7	6.16666666666667	0.0348460291734198	1234
3005	10	100	4	2905	6	484.166666666667	25	0.0344941956882255	3015
19	2413	1	1652	18	761	0.0236530880420499	0.000605326876513317	0.6796875	2432
88298	702	18894	512	69404	190	365.284210526316	36.90234375	0.218044943820225	89000
356	16534	84	7864	272	8670	0.0313725490196078	0.0106815869786368	0.470574304322084	16890
5997	96	2022	53	3975	43	92.4418604651163	38.1509433962264	0.340554734941736	6093
279	90455	95	41022	184	49433	0.00372220985981025	0.00231583052995953	0.453159785747349	90734
676	143696	52	44748	624	98948	0.00630634272547196	0.00116206310896576	0.31030947829219	144372
736	20	47	10	689	10	68.9	4.7	0.0753968253968254	756
4030	46	1611	10	2419	36	67.1944444444444	161.1	0.397693817468106	4076
697	21	10	3	687	18	38.1666666666667	3.33333333333333	0.0181058495821727	718
6971	43	4618	37	2353	6	392.166666666667	124.810810810811	0.663672654690619	7014
40	1676	10	1292	30	384	0.078125	0.00773993808049536	0.758741258741259	1716
60	40751	37	16269	23	24482	0.000939465729924026	0.00227426393754994	0.399549141162922	40811
15234	97	5110	77	10124	20	506.2	66.3636363636364	0.338334094318701	15331
3	867	0	355	3	512	0.005859375	0	0.408045977011494	870
89	7828	18	5011	71	2817	0.025204117855875	0.00359209738575135	0.63521535935329	7917
3384	69	2415	50	969	19	51	48.3	0.713871995366348	3453
4126	11	2392	2	1734	9	192.666666666667	1196	0.578680203045685	4137
224709	582	21467	118	203242	464	438.021551724138	181.923728813559	0.0958094198170366	225291
29	5658	4	2376	25	3282	0.00761730652041438	0.00168350168350168	0.418498329523475	5687
2172	92	1074	76	1098	16	68.625	14.1315789473684	0.507950530035336	2264
6	1128	4	182	2	946	0.00211416490486258	0.021978021978022	0.164021164021164	1134
126	2477	94	1477	32	1000	0.032	0.0636425186188219	0.603534383403765	2603
52	2778	0	1992	52	786	0.0661577608142494	0	0.703886925795053	2830
100659	11456	8114	7891	92545	3565	25.9593267882188	1.02826004308706	0.142755206707399	112115
3755	17	738	8	3017	9	335.222222222222	92.25	0.197773064687169	3772
140	78624	3	26154	137	52470	0.00261101581856299	0.000114705207616426	0.332093342136001	78764
273	153875	6	66367	267	87508	0.00305114960917859	9.04063766631006e-05	0.430579702623453	154148
13778	52	4441	12	9337	40	233.425	370.083333333333	0.321981200289226	13830
431	1071	50	103	381	968	0.393595041322314	0.485436893203884	0.101864181091877	1502
31672	162	4259	11	27413	151	181.543046357616	387.181818181818	0.134133316579757	31834
15	5171	0	3664	15	1507	0.0099535500995355	0	0.706517547242576	5186
391	200	72	108	319	92	3.46739130434783	0.666666666666667	0.304568527918782	591
1236	144964	313	77996	923	66968	0.0137827021861187	0.00401302630904149	0.5356292749658	146200
99	3775	16	3001	83	774	0.107235142118863	0.00533155614795068	0.7787816210635	3874
322	2675	24	1309	298	1366	0.218155197657394	0.0183346065699007	0.444778111444778	2997
236	21816	28	12765	208	9051	0.0229808860899348	0.00219349784567176	0.580128786504625	22052
6398	158703	80	21092	6318	137611	0.045912027381532	0.00379290726341741	0.12823665513837	165101
1107	107869	580	36626	527	71243	0.00739721797229201	0.0158357450991099	0.341414623403318	108976
85	13785	26	6980	59	6805	0.00867009551800147	0.00372492836676218	0.505118961788032	13870
19	895	2	278	17	617	0.0275526742301459	0.00719424460431655	0.306345733041575	914
72	10812	17	4433	55	6379	0.00862204107226838	0.00383487480261674	0.40885703785373	10884
2204	85	5	33	2199	52	42.2884615384615	0.151515151515152	0.0166011358671909	2289
5368	126	3047	93	2321	33	70.3333333333333	32.7634408602151	0.571532580997452	5494
2666	41	2031	35	635	6	105.833333333333	58.0285714285714	0.763206501662357	2707
391	23430	19	16684	372	6746	0.0551437889119478	0.00113881563174299	0.701188027370807	23821
1192	97	516	24	676	73	9.26027397260274	21.5	0.418929402637704	1289
12633	24	7825	5	4808	19	253.052631578947	1565	0.61863000711069	12657
1784	31	194	22	1590	9	176.666666666667	8.81818181818182	0.11900826446281	1815
19691	2219	1001	1822	18690	397	47.0780856423174	0.549396267837541	0.128845276129621	21910
74617	360	7901	105	66716	255	261.63137254902	75.2476190476191	0.106779412353122	74977
69	4829	2	2852	67	1977	0.033889731917046	0.000701262272089762	0.582686810943242	4898
65	2509	44	1869	21	640	0.0328125	0.023542001070091	0.743201243201243	2574
44	3535	21	2600	23	935	0.0245989304812834	0.00807692307692308	0.732327465772562	3579
16464	81	4048	40	12416	41	302.829268292683	101.2	0.247083711090964	16545
238	1230	0	1006	238	224	1.0625	0	0.685286103542234	1468
94	7404	48	5721	46	1683	0.0273321449792038	0.00839014158363922	0.769405174713257	7498
196	11459	85	7185	111	4274	0.0259709873654656	0.011830201809325	0.623766623766624	11655
237	45194	129	19244	108	25950	0.00416184971098266	0.00670338806900852	0.426426889128569	45431
89618	718	708	183	88910	535	166.18691588785	3.86885245901639	0.00986317747077577	90336
2744	48	744	40	2000	8	250	18.6	0.28080229226361	2792
17234	98	5078	36	12156	62	196.064516129032	141.055555555556	0.295061158550658	17332
139	1371	0	918	139	453	0.306843267108168	0	0.60794701986755	1510
26961	215	13183	126	13778	89	154.808988764045	104.626984126984	0.489733588460406	27176
35881	343	4091	207	31790	136	233.75	19.7632850241546	0.118650618374558	36224
342	31488	134	9822	208	21666	0.00960029539370442	0.0136428425982488	0.312786679233428	31830
1338	29	289	10	1049	19	55.2105263157895	28.9	0.218727139722019	1367
45	31382	8	18761	37	12621	0.00293162190000792	0.00042641650231864	0.597225315811245	31427
138	8866	12	6296	126	2570	0.0490272373540856	0.00190597204574333	0.700577521101733	9004
10	2219	0	1841	10	378	0.0264550264550265	0	0.825930910722297	2229
49	3702	25	2858	24	844	0.028436018957346	0.00874737578726382	0.768595041322314	3751
12092	70	1637	37	10455	33	316.818181818182	44.2432432432432	0.13764183522447	12162
1236	40	216	18	1020	22	46.3636363636364	12	0.183385579937304	1276
93	12459	13	10369	80	2090	0.0382775119617225	0.00125373710097406	0.827119184193754	12552
212	5836	14	5095	198	741	0.267206477732794	0.00274779195289499	0.844742063492063	6048
728	25	132	13	596	12	49.6666666666667	10.1538461538462	0.192563081009296	753
157871	1364	21807	733	136064	631	215.632329635499	29.7503410641201	0.141551794517537	159235
103197	663	31967	244	71230	419	170	131.012295081967	0.310138648180243	103860
24	2117	0	575	24	1542	0.0155642023346304	0	0.268566090611864	2141
2020	103	1346	100	674	3	224.666666666667	13.46	0.68111163447951	2123
135	1489	36	461	99	1028	0.0963035019455253	0.0780911062906725	0.306034482758621	1624
2516	38	1428	33	1088	5	217.6	43.2727272727273	0.572043852779953	2554
50	1006	26	776	24	230	0.104347826086957	0.0335051546391753	0.759469696969697	1056
159	188	40	43	119	145	0.820689655172414	0.930232558139535	0.239193083573487	347
4840	225	1031	194	3809	31	122.870967741935	5.31443298969072	0.241855873642646	5065
218	10264	130	4876	88	5388	0.0163325909428359	0.0266611977030353	0.477580614386567	10482
69	9262	28	6168	41	3094	0.013251454427925	0.00453955901426719	0.664023148644304	9331
116	3268	36	2572	80	696	0.114942528735632	0.0139968895800933	0.770685579196217	3384
777	42	57	0	720	42	17.1428571428571	Inf	0.0695970695970696	819
92	4845	61	3656	31	1189	0.0260723296888141	0.0166849015317287	0.752886368239822	4937
14188	560	7327	462	6861	98	70.0102040816327	15.8593073593074	0.528139408733388	14748
389	36691	182	15674	207	21017	0.00984916971975068	0.0116115860660967	0.427615965480043	37080
490	12784	213	7541	277	5243	0.052832347892428	0.0282455907704548	0.584149465119783	13274
26629	4456	10214	4191	16415	265	61.9433962264151	2.43712717728466	0.463406787839794	31085
277	39298	63	14147	214	25151	0.00850860800763389	0.00445324096981692	0.359065066329754	39575
3375	5080	984	3436	2391	1644	1.4543795620438	0.286379511059371	0.522767593140154	8455
41	952	0	526	41	426	0.0962441314553991	0	0.529707955689829	993
3404	44	79	36	3325	8	415.625	2.19444444444444	0.0333526682134571	3448
1284	2	496	1	788	1	788	496	0.38646967340591	1286
5458	47	583	23	4875	24	203.125	25.3478260869565	0.11008174386921	5505
92	1323	12	823	80	500	0.16	0.0145808019441069	0.590106007067138	1415
33039	238	9004	163	24035	75	320.466666666667	55.239263803681	0.275475553685729	33277
1197	38	516	34	681	4	170.25	15.1764705882353	0.445344129554656	1235
1680	289	1033	130	647	159	4.06918238993711	7.94615384615385	0.590655154900965	1969
21943	81	5432	28	16511	53	311.528301886792	194	0.247911369415183	22024
326	30918	29	14270	297	16648	0.0178399807784719	0.00203223545900491	0.457655869927026	31244
3213	24	1445	7	1768	17	104	206.428571428571	0.448563484708063	3237
98106	289	8076	1	90030	288	312.604166666667	8076	0.0820875044463641	98395
393	47	24	15	369	32	11.53125	1.6	0.0886363636363636	440
1218	17	34	12	1184	5	236.8	2.83333333333333	0.037246963562753	1235
457	11657	127	4875	330	6782	0.0486582129165438	0.0260512820512821	0.412910681855704	12114
21	986	2	7	19	979	0.0194075587334014	0.285714285714286	0.00893743793445879	1007
133	2741	0	2064	133	677	0.196454948301329	0	0.718162839248434	2874
15	3040	8	1258	7	1782	0.00392817059483726	0.00635930047694754	0.414402618657938	3055
115	41563	11	18262	104	23301	0.00446332775417364	0.00060234366443982	0.438432746293008	41678
85	495	10	226	75	269	0.278810408921933	0.0442477876106195	0.406896551724138	580
21172	179	3715	117	17457	62	281.564516129032	31.7521367521368	0.179476371130158	21351
21470	159	7190	25	14280	134	106.567164179104	287.6	0.333579915853715	21629
89	3402	6	2990	83	412	0.201456310679612	0.0020066889632107	0.858206817530793	3491
28	608	7	139	21	469	0.0447761194029851	0.0503597122302158	0.229559748427673	636
17	1509	4	583	13	926	0.0140388768898488	0.00686106346483705	0.384665792922674	1526
289	189	27	104	262	85	3.08235294117647	0.259615384615385	0.274058577405858	478
59	2083	48	1444	11	639	0.0172143974960876	0.0332409972299169	0.696545284780579	2142
12614	202	3450	117	9164	85	107.811764705882	29.4871794871795	0.278323970037453	12816
1939	380	58	217	1881	163	11.5398773006135	0.267281105990783	0.11858559724019	2319
260	8997	37	7904	223	1093	0.204025617566331	0.00468117408906883	0.857837312304202	9257
8397	21	3160	11	5237	10	523.7	287.272727272727	0.376692801140413	8418
245	22897	5	11592	240	11305	0.0212295444493587	0.000431331953071084	0.501123498401175	23142
10763	69	4563	36	6200	33	187.878787878788	126.75	0.424575332348597	10832
715	23	89	4	626	19	32.9473684210526	22.25	0.126016260162602	738
319	388	23	45	296	343	0.862973760932945	0.511111111111111	0.0961810466760962	707
5227	134	1717	115	3510	19	184.736842105263	14.9304347826087	0.34172728968476	5361
145	12456	10	3815	135	8641	0.0156231917602129	0.00262123197903014	0.303547337512896	12601
13894	87	7269	55	6625	32	207.03125	132.163636363636	0.523853801587869	13981
202	12961	138	7780	64	5181	0.0123528276394518	0.0177377892030848	0.601534604573426	13163
713	22	124	16	589	6	98.1666666666667	7.75	0.19047619047619	735
406	32501	291	11934	115	20567	0.00559148149948947	0.0243841126194067	0.37150150423922	32907
5367	22	1389	14	3978	8	497.25	99.2142857142857	0.260345147522731	5389
4040	88	262	51	3778	37	102.108108108108	5.13725490196078	0.0758236434108527	4128
12084	193	6262	153	5822	40	145.55	40.9281045751634	0.522521788710597	12277
47	1340	2	355	45	985	0.0456852791878173	0.00563380281690141	0.257390050468637	1387
35	1760	3	1304	32	456	0.0701754385964912	0.00230061349693252	0.728133704735376	1795
21179	119	3113	33	18066	86	210.06976744186	94.3333333333333	0.147713400319279	21298
66	1180	2	608	64	572	0.111888111888112	0.00328947368421053	0.489566613162119	1246
59	13121	1	6730	58	6391	0.00907526208731028	0.000148588410104012	0.510698027314112	13180
729	25	80	10	649	15	43.2666666666667	8	0.119363395225464	754
283	1558	2	1331	281	227	1.23788546255507	0.00150262960180316	0.724063009234112	1841
90652	717	27054	322	63598	395	161.007594936709	84.0186335403727	0.299620221300441	91369
224	273	40	49	184	224	0.821428571428571	0.816326530612245	0.17907444668008	497
52584	6989	28663	4528	23921	2461	9.72003250711093	6.33016784452297	0.557148372584896	59573
1028	53	275	3	753	50	15.06	91.6666666666667	0.257169287696577	1081
20206	186	5334	54	14872	132	112.666666666667	98.7777777777778	0.264221263240486	20392
22	8996	3	6135	19	2861	0.00664103460328556	0.000488997555012225	0.68063872255489	9018
15572	116	4382	46	11190	70	159.857142857143	95.2608695652174	0.282253952065273	15688
33	1215	2	311	31	904	0.0342920353982301	0.00643086816720257	0.250801282051282	1248
1873	1017	956	555	917	462	1.98484848484848	1.72252252252252	0.522837370242215	2890
38309	96	4812	46	33497	50	669.94	104.608695652174	0.126493946100768	38405
30	3808	0	3128	30	680	0.0441176470588235	0	0.815007816571131	3838
84	36180	24	20150	60	16030	0.00374298190892077	0.00119106699751861	0.556309287447606	36264
22	1272	0	1148	22	124	0.17741935483871	0	0.887171561051005	1294
891	11	188	1	703	10	70.3	188	0.209534368070953	902
26955	93	7089	4	19866	89	223.213483146067	1772.25	0.262237503697131	27048
234	36095	47	10393	187	25702	0.00727569838923041	0.00452227460790917	0.287373723471607	36329
69	3706	28	2909	41	797	0.0514429109159348	0.00962530079064971	0.778013245033113	3775
13	2916	0	676	13	2240	0.00580357142857143	0	0.230795493342438	2929
392	16580	50	10141	342	6439	0.053113837552415	0.00493048022877428	0.600459580485506	16972
15	872	3	435	12	437	0.0274599542334096	0.00689655172413793	0.49379932356257	887
435	11229	31	6810	404	4419	0.0914233989590405	0.00455212922173275	0.58650548696845	11664
16839	27700	65	8375	16774	19325	0.867994825355757	0.00776119402985075	0.189496845461281	44539
731	4	254	0	477	4	119.25	Inf	0.345578231292517	735
86	7968	18	6448	68	1520	0.0447368421052632	0.00279156327543424	0.802830891482493	8054
10	888	2	723	8	165	0.0484848484848485	0.00276625172890733	0.807349665924276	898
64126	8599	22120	4939	42006	3660	11.4770491803279	4.4786394006884	0.372072877277415	72725
23009	93	8758	32	14251	61	233.622950819672	273.6875	0.380486537962081	23102
23826	126	7636	57	16190	69	234.63768115942	133.964912280702	0.321184034736139	23952
19	1747	2	1514	17	233	0.0729613733905579	0.00132100396301189	0.858437146092865	1766
40159	53818	408	24658	39751	29160	1.36320301783265	0.0165463541244221	0.266724836928185	93977
457	800	39	342	418	458	0.912663755458515	0.114035087719298	0.303102625298329	1257
1092	59018	223	31362	869	27656	0.0314217529649986	0.00711051591097507	0.525453335551489	60110
490	3	111	0	379	3	126.333333333333	Inf	0.225152129817444	493
667	10181	100	6248	567	3933	0.1441647597254	0.0160051216389245	0.585176991150443	10848
6	2606	0	2056	6	550	0.0109090909090909	0	0.787136294027565	2612
53	3694	6	3092	47	602	0.0780730897009967	0.0019404915912031	0.826794769148652	3747
271	397	69	183	202	214	0.94392523364486	0.377049180327869	0.377245508982036	668
8	8039	0	3307	8	4732	0.00169061707523246	0	0.410960606437182	8047
93	16159	36	10696	57	5463	0.0104338275672707	0.00336574420344054	0.660349495446714	16252
37	910	0	798	37	112	0.330357142857143	0	0.842661034846885	947
183	2710	35	1922	148	788	0.187817258883249	0.018210197710718	0.67646042170757	2893
287	4774	125	3642	162	1132	0.143109540636042	0.0343218012081274	0.74431930448528	5061
669	46295	285	27081	384	19214	0.0199854272925991	0.0105239836047413	0.582701643812282	46964
1239	119	836	71	403	48	8.39583333333333	11.7746478873239	0.667893961708395	1358
2534	300	1505	228	1029	72	14.2916666666667	6.60087719298246	0.611503175723359	2834
11964	53021	81	14899	11883	38122	0.311709773883847	0.00543660648365662	0.230514734169424	64985
492	2370	7	1999	485	371	1.30727762803235	0.00350175087543772	0.700908455625437	2862
399	11200	176	5678	223	5522	0.0403839188699746	0.0309968298696724	0.504698680920769	11599
16	540	0	212	16	328	0.0487804878048781	0	0.381294964028777	556
19314	68	2663	34	16651	34	489.735294117647	78.3235294117647	0.139149726550408	19382
113	1404	40	1134	73	270	0.27037037037037	0.0352733686067019	0.773895847066579	1517
74722	250	9994	138	64728	112	577.928571428571	72.4202898550725	0.135143787013818	74972
31	1479	2	1263	29	216	0.134259259259259	0.00158353127474268	0.837748344370861	1510
64579	572	12573	55	52006	517	100.591876208897	228.6	0.193826648861875	65151
41	1203	7	557	34	646	0.0526315789473684	0.0125673249551167	0.453376205787781	1244
28940	224	6702	97	22238	127	175.102362204724	69.0927835051546	0.23312988616102	29164
22	7573	0	5172	22	2401	0.00916284881299459	0	0.680974325213957	7595
544	2535	22	2228	522	307	1.70032573289902	0.00987432675044883	0.730756739201039	3079
63223	279	16631	13	46592	266	175.157894736842	1279.30769230769	0.262101981039967	63502
3173	11	701	0	2472	11	224.727272727273	Inf	0.220163316582915	3184
799	68	173	2	626	66	9.48484848484848	86.5	0.201845444059977	867
5	4431	1	3579	4	852	0.00469483568075117	0.000279407655769768	0.807033363390442	4436
245	27142	136	11238	109	15904	0.00685362173038229	0.0121017974728599	0.415306532296345	27387
61	1292	40	1058	21	234	0.0897435897435897	0.0378071833648393	0.811529933481153	1353
27117	66	10347	20	16770	46	364.565217391304	517.35	0.381378067174337	27183
17	2303	2	1613	15	690	0.0217391304347826	0.00123992560446373	0.696120689655172	2320
1942	27	1063	19	879	8	109.875	55.9473684210526	0.549517521584561	1969
494	503	164	286	330	217	1.52073732718894	0.573426573426573	0.45135406218656	997
30826	52	17580	40	13246	12	1103.83333333333	439.5	0.570632813006024	30878
567	43	3	4	564	39	14.4615384615385	0.75	0.0114754098360656	610
87	3820	33	2726	54	1094	0.0493601462522852	0.0121056493030081	0.706168415664193	3907
253	3630	33	180	220	3450	0.063768115942029	0.183333333333333	0.0548544939479784	3883
1564	96675	59	25481	1505	71194	0.0211394218613928	0.00231545072799341	0.259978216390639	98239
128	32366	41	12925	87	19441	0.00447507844246695	0.00317214700193424	0.399027512771589	32494
39	964	20	703	19	261	0.0727969348659004	0.0284495021337127	0.720837487537388	1003
31	1666	17	1173	14	493	0.0283975659229209	0.0144927536231884	0.70123747790218	1697
8	16602	2	6110	6	10492	0.000571864277544796	0.000327332242225859	0.367971101745936	16610
20	935	4	458	16	477	0.0335429769392034	0.00873362445414847	0.483769633507853	955
1197	10	766	10	431	0	Inf	76.6	0.642916321458161	1207
6267	82	3447	52	2820	30	94	66.2884615384615	0.55111041108836	6349
810	15681	33	6871	777	8810	0.0881952326901249	0.00480279435307815	0.418652598386999	16491
240	23989	121	12016	119	11973	0.00993902948300342	0.0100699067909454	0.500928639233976	24229
3348	249	1964	232	1384	17	81.4117647058823	8.46551724137931	0.610508757297748	3597
48942	1044	9071	774	39871	270	147.67037037037	11.7196382428941	0.196955147441284	49986
1086	16	408	15	678	1	678	27.2	0.383847549909256	1102
445	369	216	236	229	133	1.7218045112782	0.915254237288136	0.555282555282555	814
187	35299	2	14011	185	21288	0.00869034197670049	0.000142744986082364	0.394888124894325	35486
3185	8	1796	3	1389	5	277.8	598.666666666667	0.563419981208894	3193
156	5124	28	2278	128	2846	0.044975404075896	0.0122914837576822	0.436742424242424	5280
316	49303	139	18144	177	31159	0.00568054173753972	0.00766093474426808	0.368467724057317	49619
162	11911	119	4892	43	7019	0.00612622880752244	0.0243254292722813	0.415058394765178	12073
62043	6595	3039	3488	59004	3107	18.9906662375282	0.871272935779816	0.0950930971182144	68638
144	21836	27	10675	117	11161	0.0104829316369501	0.00252927400468384	0.486897179253867	21980
19	3526	13	2667	6	859	0.0069848661233993	0.00487439070116235	0.755994358251058	3545
8428	4043	2145	3358	6283	685	9.17226277372263	0.638773079213818	0.44126373185791	12471
18	14143	0	9369	18	4774	0.00377042312526183	0	0.661605818798107	14161
215	7206	0	3135	215	4071	0.0528125767624662	0	0.422449804608543	7421
289	40402	76	18729	213	21673	0.00982789646103447	0.00405787815686903	0.462141505492615	40691
1585	3562	1209	1858	376	1704	0.220657276995305	0.650699677072121	0.595881095783952	5147
837	195	64	86	773	109	7.09174311926605	0.744186046511628	0.145348837209302	1032
44	9172	0	3149	44	6023	0.00730532956998174	0	0.341688368055556	9216
98	13188	16	5897	82	7291	0.0112467425593197	0.00271324402238426	0.445054945054945	13286
2778	2	685	0	2093	2	1046.5	Inf	0.246402877697842	2780
103	9739	30	5139	73	4600	0.0158695652173913	0.00583771161704612	0.525198130461288	9842
3002	24	409	8	2593	16	162.0625	51.125	0.137805684071381	3026
1773	15279	288	11671	1485	3608	0.411585365853659	0.024676548710479	0.701325357729299	17052
3122	27	431	4	2691	23	117	107.75	0.138139091775167	3149
14185	95	5619	41	8566	54	158.62962962963	137.048780487805	0.396358543417367	14280
79	7962	4	6330	75	1632	0.0459558823529412	0.000631911532385466	0.787712971023505	8041
63	7797	0	5916	63	1881	0.0334928229665072	0	0.752671755725191	7860
1471	33	397	3	1074	30	35.8	132.333333333333	0.265957446808511	1504
978	12500	558	9833	420	2667	0.15748031496063	0.0567476863622496	0.770960083098383	13478
1007	31161	135	16112	872	15049	0.0579440494385009	0.00837884806355511	0.505067147475752	32168
920	32	414	10	506	22	23	41.4	0.445378151260504	952
67037	1264	6171	958	60866	306	198.908496732026	6.44154488517745	0.104376217039282	68301
355	83640	170	33939	185	49701	0.00372225910947466	0.0050089867114529	0.406083695458063	83995
33	2514	2	1185	31	1329	0.0233258088788563	0.00168776371308017	0.466038476639183	2547
121	688	9	110	112	578	0.193771626297578	0.0818181818181818	0.147095179233622	809
151	8052	7	3697	144	4355	0.0330654420206659	0.00189342710305653	0.451542118737047	8203
47	13091	14	12221	33	870	0.0379310344827586	0.00114556910236478	0.931268077332927	13138
56	14118	36	10806	20	3312	0.00603864734299517	0.00333148250971682	0.764921687597009	14174
6519	277	3229	219	3290	58	56.7241379310345	14.7442922374429	0.507357268981754	6796
13378	96	4744	14	8634	82	105.292682926829	338.857142857143	0.353124536143684	13474
157	2919	57	1946	100	973	0.102774922918808	0.0292908530318602	0.651170351105332	3076
130	2380	19	2063	111	317	0.350157728706625	0.00920988851187591	0.829482071713147	2510
60867	554	9769	306	51098	248	206.040322580645	31.9248366013072	0.164031845785643	61421
51	7705	26	5593	25	2112	0.0118371212121212	0.00464866797782943	0.724471376998453	7756
3	1269	0	1050	3	219	0.0136986301369863	0	0.825471698113208	1272
47504	457	11860	98	35644	359	99.2869080779944	121.020408163265	0.249327578657659	47961
429	12122	24	8943	405	3179	0.127398553004089	0.00268366320026837	0.714445064138316	12551
1056	22	204	5	852	17	50.1176470588235	40.8	0.193877551020408	1078
483	35638	29	6112	454	29526	0.0153762785341733	0.00474476439790576	0.170011904432325	36121
56	12510	4	4629	52	7881	0.00659814744321787	0.000864117519982718	0.368693299379277	12566
737	8352	2	6507	735	1845	0.398373983739837	0.000307361303211926	0.716140389481791	9089
3084	22	992	18	2092	4	523	55.1111111111111	0.325177076625885	3106
465	146	87	89	378	57	6.63157894736842	0.97752808988764	0.288052373158756	611
45109	40210	10041	16051	35068	24159	1.45155014694317	0.625568500404959	0.305816992697992	85319
19538	149	5815	47	13723	102	134.539215686275	123.723404255319	0.297759943109666	19687
11075	7	5368	3	5707	4	1426.75	1789.33333333333	0.484659808698791	11082
